SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7780120,PENN YAN STP,PENN YAN STP,,PENN YAN,Yates,14527,6228,8,1/20/77,1977,1/20/77,Human Error,KEUKA OUTLET,"Institutional, Educational, Gov., Other",1/20/77,#2 fuel oil,Petroleum,300,Gallons,0
7780826,PHELPS SHELL STATION,PREEMPTION RD& RT 96,,PHELPS,Ontario,14532,3540,8,8/24/77,1977,8/26/77,Tank Overfill,ON LAND,Gasoline Station or other PBS Facility,8/31/77,gasoline,Petroleum,25,Gallons,0
7781202,PITTSFORD AMOCO,PITTSFORD AMOCO,,PITTSFORD,Monroe,14534,2846,8,12/2/77,1977,12/2/77,Tank Overfill,BARGE CANAL,Gasoline Station or other PBS Facility,12/2/77,gasoline,Petroleum,20,Gallons,20
7781028,POLLIO DAIRY PRODUCTS INC,WOLF RUN CREEK,,CAMPBELL,Steuben,14821,5130,8,10/27/77,1977,10/28/77,Human Error,WLOF RUN CREEK,Commercial/Industrial,11/1/77,diesel,Petroleum,300,Gallons,0
7780121,POLLIO DAIRY,POLLIO DAIRY,,CAMPBELL,Steuben,14821,5130,8,1/21/77,1977,1/21/77,Equipment Failure,,Commercial/Industrial,1/21/77,#6 fuel oil,Petroleum,10,Gallons,0
7780722,RED-LINE EXPRESS TRUCKING,WESTBOUND LANE ROUTE 15,,BATH,Steuben,,5124,8,7/22/77,1977,7/22/77,Traffic Accident,TRIB COHOCTON RIVER,Tank Truck,7/22/77,diesel,Petroleum,200,Gallons,0
7780204,RG&E - BROOKS AVENUE TANK FARM,755 BROOKS AVENUE,,ROCHESTER,Monroe,,2814,8,2/4/77,1977,2/4/77,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",3/21/11,#2 fuel oil,Petroleum,4000,Gallons,0
7781215,RG&E RUSSELL STATION,1101 BEACH AVENUE,,ROCHESTER,Monroe,14612,2828,8,12/14/77,1977,12/14/77,Equipment Failure,LAKE ONTARIO,Commercial/Industrial,12/14/77,#2 fuel oil,Petroleum,100,Gallons,10
7780210,RGE Russell Station,RGE Russell Station,,Greece,Monroe,,2828,8,2/11/77,1977,2/11/77,Unknown,LAKE ONTARIO,Commercial/Industrial,3/16/11,unknown petroleum,Petroleum,0,,0
7780415,RGE TRANSFORMER -  MILLER ST.,17 MILLER STREET - POLE #5,,ROCHESTER,Monroe,,2814,8,4/15/77,1977,4/15/77,Equipment Failure,,Commercial/Industrial,2/25/11,transformer oil,Petroleum,2.5,Gallons,0
7780516,RGE VAULT - TIMES UNION BUILDING,FITZHUGH STREET,,ROCHESTER,Monroe,,2814,8,5/18/77,1977,5/18/77,Equipment Failure,,Commercial/Industrial,2/25/11,askarel,Other,30,Gallons,0
7781118,ROCHESTER GAS & ELECTRIC,RUSSELL STATION,,GREECE,Monroe,14607,2828,8,11/17/77,1977,11/17/77,Equipment Failure,SLATER CREEK,Commercial/Industrial,11/25/77,#2 fuel oil,Petroleum,0,Pounds,0
7780805,ROCHESTER GAS & ELECTRIC,CRITTENDEN & HENRIETTA ROAD,,HENRIETTA,Monroe,14467,2832,8,8/5/77,1977,8/5/77,Equipment Failure,,Commercial/Industrial,8/5/77,PCB oil,Petroleum,1,Gallons,1
7780825,ROCHESTER GAS & ELECTRIC,RUSSELL STATION,,GREECE,Monroe,14607,2828,8,8/24/77,1977,8/25/77,Human Error,SLATER CREEK,Commercial/Industrial,8/30/77,waste oil/used oil,Petroleum,50,Gallons,45
7780714,ROCHESTER INSTITUTE,RIT JEFFERSON RD,,HENRIETTA,Monroe,14467,2832,8,7/13/77,1977,7/14/77,Equipment Failure,,Commercial/Industrial,7/14/77,PCB oil,Petroleum,1,Gallons,0
7780411,ROCHESTER TRUCK RENTAL,70 HOFSTRA ROAD,,HENRIETTA,Monroe,14467,2832,8,4/11/77,1977,4/11/77,Tank Overfill,ALLENS CREEK,Commercial/Industrial,4/21/77,diesel,Petroleum,20,Gallons,0
7780827,ROUTE 245 MVA,ROUTE 245 SOUTH OF GORHAM,,GORHAM,Ontario,14461,3532,8,8/25/77,1977,8/25/77,Traffic Accident,,Passenger Vehicle,8/30/77,gasoline,Petroleum,25,Gallons,0
7781018,ROUTE 31 & AYRAULT ROAD,ROUTE 31 AND AYRAULT RD.,,PERINTON,Monroe,14450,2844,8,10/18/77,1977,10/18/77,Traffic Accident,,Passenger Vehicle,10/31/77,gasoline,Petroleum,50,Gallons,50
7781214,ROUTE 7 AND ROUTE 27,ROUTE 7 AND ROUTE 27,,MANCHESTER,Ontario,14504,3536,8,12/14/77,1977,12/14/77,Traffic Accident,ROADSIDE DITCH,Tank Truck,12/14/77,#2 fuel oil,Petroleum,30,Gallons,0
7780520,SALMON CREEK,SALMON CREEK,(ABOVE MATZ POND),SODUS CENTER,Wayne,,5942,8,5/20/77,1977,5/20/77,Equipment Failure,,Unknown,2/17/11,pesticides,Other,0,,0
7780217,SHERIDAN OIL COMPANY,ROUTE 414,,SENECA FALLS,Seneca,13148,5032,8,2/17/77,1977,2/17/77,Unknown,,Commercial/Industrial,2/17/77,gasoline,Petroleum,250,Gallons,0
7780208,SLATER CREEK - RUSSELL STATION,SLATER CREEK,,GREECE,Monroe,,2828,8,2/8/77,1977,2/8/77,Equipment Failure,SLATER CREEK L ONTAR,Commercial/Industrial,3/21/11,#2 fuel oil,Petroleum,5,Gallons,0
7780314,Slater Creek/sewer near Ling Road,Slater Creek/sewer near Ling Road,,Greece,Monroe,,2828,8,3/14/77,1977,3/14/77,Unknown,SLATER CREEK,Unknown,3/16/11,waste oil/used oil,Petroleum,0,,0
7780715,Spill Number 7780715,116 KIMOUNT DRIVE,,GREECE,Monroe,,2828,8,7/14/77,1977,7/14/77,Traffic Accident,STORM SEWER OUTLET,Passenger Vehicle,7/15/77,gasoline,Petroleum,10,Gallons,0
2682,STERLING WINTHROP SITE  (SUNY EAST CAMPUS),STERLING WINTHROP SITE  (SUNY UNIVERSITY PL) RT 20,STERLING WINTHROP SITE  EAST GREENBUSH,EAST GREENBUSH,Rensselaer,,4224,4,1/1/77,1977,3/12/00,Unknown,,Commercial/Industrial,11/5/04,#6 fuel oil,Petroleum,1.00E+05,Gallons,0
7780818,SUNOCO STATION,SUNOCO STATION,,NEWARK,Wayne,14513,5920,8,8/19/77,1977,8/19/77,Deliberate,UNKNOWN,Gasoline Station or other PBS Facility,8/19/77,gasoline,Petroleum,500,Gallons,0
8800158,TUSCARORA INDIAN SCHOOL,MT. OAK ROAD,,TUSCARORA INDIAN RESERVATION,Niagara,,3200,9,1/1/77,1977,4/6/88,Tank Failure,,"Institutional, Educational, Gov., Other",11/23/90,gasoline,Petroleum,0,Gallons,0
7780804,UNKNOWN,SPRING LAKE PARK,,PERINTON,Monroe,14450,2844,8,8/4/77,1977,8/4/77,Unknown,IRONDEQUOIT CREEK,Unknown,8/5/77,waste oil/used oil,Petroleum,0,,0
7780916,WASTE OIL TANK CLEANING,WASTE OIL & TANK CLEANING,,BERGEN,Genesee,14416,1926,8,9/15/77,1977,9/23/77,Human Error,WETLAND/BLACK CREEK,Commercial/Industrial,9/27/77,waste oil/used oil,Petroleum,2000,Gallons,1000
7781130,WM STAPPENBECK INC,BROWNCROFT BLVD,,PENFIELD,Monroe,14526,2842,8,11/30/77,1977,11/30/77,Tank Failure,TRIB IRONDEQUOIT CRK,Commercial/Industrial,12/1/77,#2 fuel oil,Petroleum,140,Gallons,0
7781019,WOLCOTT ICE AND STORAGE,WOLCOTT ICE & STORAGE CO.,,WOLCOTT,Wayne,,5948,8,10/19/77,1977,10/19/77,Equipment Failure,,Commercial/Industrial,10/19/77,waste oil/used oil,Petroleum,0,,0
7800714,128TH & 2ND AVE,128TH STR & 2ND AVE,,MANHATTAN,New York,,3101,2,9/25/78,1978,9/25/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,Pounds,0
7880718,2620 WEST HENRIETTA ROAD,2620 WEST HENRIETTA ROAD,,HENRIETTA,Monroe,,2832,8,7/19/78,1978,7/18/78,Unknown,,Unknown,7/19/78,waste oil/used oil,Petroleum,1,Gallons,0
7881028,AC ROCHESTER PRODUCTS,LEE ROAD,STORM SEWER OUTFALL,ROCHESTER,Monroe,14606,2814,8,10/28/78,1978,10/28/78,Other,STORM SEWER,Commercial/Industrial,10/31/78,cutting oil,Petroleum,0,Pounds,0
7881028,AC ROCHESTER PRODUCTS,LEE ROAD,STORM SEWER OUTFALL,ROCHESTER,Monroe,14606,2814,8,10/28/78,1978,10/28/78,Other,STORM SEWER,Commercial/Industrial,10/31/78,waste oil/used oil,Petroleum,1000,Gallons,800
7800994,AGWAY,417 WEST MAIN ST,,LITTLE FALLS C,Herkimer,,2200,6,12/11/78,1978,12/11/78,Unknown,GROUNDWATER,Commercial/Industrial,12/11/78,gasoline,Petroleum,2500,Pounds,0
7800962,AIR PRODUCTS TRUCK I-87 @ I-90 RESERVOIR NWAY @TWY,I-87 @ I-90  RESERVOIR  NWAY @ TWY,NORTHWAY I-87 3.5 MI N OF RT 20 @ I-90,ALBANY,Albany,,101,4,12/6/78,1978,12/6/78,Traffic Accident,SIX MILE WATERWORKS,Tank Truck,4/4/94,nitrogen,Other,0,Gallons,0
7800962,AIR PRODUCTS TRUCK I-87 @ I-90 RESERVOIR NWAY @TWY,I-87 @ I-90  RESERVOIR  NWAY @ TWY,NORTHWAY I-87 3.5 MI N OF RT 20 @ I-90,ALBANY,Albany,,101,4,12/6/78,1978,12/6/78,Traffic Accident,SIX MILE WATERWORKS,Tank Truck,4/4/94,diesel,Petroleum,25,Gallons,0
7880216,ANAKIL CORPORATION,ANAKIL CORP.,,GENEVA,Ontario,14456,3530,8,2/16/78,1978,2/16/78,Human Error,GROUND WATERS,Commercial/Industrial,2/17/78,ethylene glycol,Hazardous Material,55,Gallons,0
7880829,ANDREWS MACHINE COMPANY,NORTH AVENUE,,WEBSTER,Monroe,14580,2854,8,8/29/78,1978,8/29/78,Other,MILL CREEK,Unknown,8/31/78,waste oil/used oil,Petroleum,0,,0
7880324,AQUINO RESIDENCE,1330 WEST MAIN ST,,CALEDONIA,Livingston,14423,2622,8,3/23/78,1978,3/23/78,Other,SPRING CREEK,Private Dwelling,3/31/78,#2 fuel oil,Petroleum,0,,0
7880127,ARCO STATION,1435 NORTH GOODMAN STREET,,Rochester,Monroe,14609,2814,8,1/28/78,1978,1/28/78,Vandalism,,Gasoline Station or other PBS Facility,1/28/78,gasoline,Petroleum,640,Gallons,0
7880814,ARCO TAYLOR COUNTRY STORE,GANNETT HILL ROAD; SR 64,,SOUTH BRISTOL,Ontario,14419,3546,8,8/14/78,1978,8/15/78,Equipment Failure,TRIB/ CANAN. LAKE,Gasoline Station or other PBS Facility,8/16/78,gasoline,Petroleum,0,,0
7880815,ASHLAND PETROLEUM COMPANY,167 WEST MAIN STREET,,VICTOR,Ontario,14564,3548,8,8/15/78,1978,8/16/78,Equipment Failure,GROUND,Gasoline Station or other PBS Facility,8/16/78,gasoline,Petroleum,10,Gallons,0
7800687,AUGSBURY TERMINAL,RIVERSIDE AVENUE,,OGDENSBURG,St Lawrence,,4512,6,9/16/78,1978,9/16/78,Unknown,,"Major Facility (MOSF) > 400,000 gal",9/16/78,#6 fuel oil,Petroleum,200,Gallons,0
7880208,BARBER OIL,ROUTE 20A 3M E. HEMLOCK,,RICHMOND,Ontario,14471,3542,8,2/8/78,1978,2/8/78,Traffic Accident,TRIB HONEOYE CREEK,Tank Truck,2/9/78,#2 fuel oil,Petroleum,500,Gallons,0
7880208,BARBER OIL,ROUTE 20A 3M E. HEMLOCK,,RICHMOND,Ontario,14471,3542,8,2/8/78,1978,2/8/78,Traffic Accident,TRIB HONEOYE CREEK,Tank Truck,2/9/78,kerosene,Petroleum,0,,0
7880912,BARGE CANAL,LEE ROAD,,ROCHESTER,Monroe,14606,2814,8,9/12/78,1978,9/12/78,Unknown,BARGE CANAL,Unknown,10/2/78,waste oil/used oil,Petroleum,0,Pounds,0
7880427,BCR DEVELOPMENT,ROUTE 248 SOUTH- REXVILLE,,WEST UNION,Steuben,14877,5178,8,4/27/78,1978,4/27/78,Other,MARSH/CRYDER CREEK,Unknown,4/28/78,waste oil/used oil,Petroleum,100,Gallons,20
7880427,BCR DEVELOPMENT,ROUTE 248 SOUTH- REXVILLE,,WEST UNION,Steuben,14877,5178,8,4/27/78,1978,4/27/78,Other,MARSH/CRYDER CREEK,Unknown,4/28/78,crude oil,Petroleum,0,Pounds,0
7880627,BEAN BROTHERS INCORPORATE,BEAN BROTHERS INC.,,OVID,Seneca,14521,5028,8,6/27/78,1978,6/27/78,Other,SENECA LAKE,Commercial/Industrial,7/6/78,#2 fuel oil,Petroleum,200,Gallons,0
7880130,BLEDSOE HOLLOW ROUTE 248,BLEDSOE HOLLOW ROUTE 248,,WEST UNION,Steuben,14877,5178,8,1/31/78,1978,2/1/78,Equipment Failure,MARSH CREEK,Commercial/Industrial,2/1/78,waste oil/used oil,Petroleum,210,Gallons,0
7881202,BLOSSOM ROAD UNDERPASS,BLOSSOM RD & 490 UNDERPAS,,ROCHESTER,Monroe,,2814,8,12/2/78,1978,,Traffic Accident,,Tank Truck,12/2/78,"methane, tetrachoro-",Hazardous Material,700,Gallons,0
7881020,BOB AND BILLS SERVICE STA,469 SOUTH MAIN STREET,,CANANDAIGUA,Ontario,,3524,8,10/20/78,1978,10/20/78,Tank Overfill,,Gasoline Station or other PBS Facility,10/31/78,gasoline,Petroleum,0,Pounds,0
7800537,BROOK'S RESIDENCE,ROUTES 9 & 197,,SOUTH GLENS FALLS,Saratoga,,4600,5,8/1/78,1978,8/1/78,Unknown,,Unknown,7/31/85,unknown petroleum,Petroleum,0,Gallons,0
7880630,CANANDAIGUA SHELL STATION,SOUTH MAIN STREET,,CANANDAIGUA,Ontario,,3524,8,6/30/78,1978,6/30/78,Equipment Failure,,Gasoline Station or other PBS Facility,7/6/78,gasoline,Petroleum,20,Gallons,0
9304383,CARTHAGE-WPCF,20 HEWITT DRIVE,,WEST CARTHAGE,Jefferson,,2330,6,6/1/78,1978,7/7/93,Equipment Failure,NONE,"Institutional, Educational, Gov., Other",4/14/21,#2 fuel oil,Petroleum,0,Gallons,0
7880801,CLIFTON SPRINGS SERVICE,NYS THRUWAY CLIFTON SPRIN,,MANCHESTER,Ontario,14504,3536,8,8/1/78,1978,8/2/78,Human Error,GROUNDWATER,Gasoline Station or other PBS Facility,8/2/78,gasoline,Petroleum,160,Gallons,0
7881129,CONESUS BOWLING ALLEY,WEST LAKE ROAD,,GENESEO,Livingston,14454,2626,8,11/29/78,1978,11/29/78,Tank Failure,CONESUS LAKE,Commercial/Industrial,11/30/78,#2 fuel oil,Petroleum,275,Gallons,0
7880526,CONRAIL CROSSING,CANAL ST,,BIG FLATS,Chemung,,824,8,5/26/78,1978,5/26/78,Other,,Railroad Car,5/31/78,white caustic,Hazardous Material,61000,Pounds,0
7880529,CONRAIL,RAILROAD TRACKS,,EAST WILLIAMSON,Wayne,14449,5946,8,5/26/78,1978,5/29/78,Other,ON LAND,Railroad Car,5/29/78,diesel,Petroleum,0,,0
8301602,CONRAIL-MASSENA,CONRAIL-YARD,,MASSENA,St Lawrence,,4558,6,4/26/78,1978,4/26/78,Housekeeping,,Commercial/Industrial,2/18/15,diesel,Petroleum,1000,Gallons,0
7980217,DAVES MOBIL SERVICE,3000 CULVER @ RIDGE ROAD,,IRONDEQUOIT,Monroe,14622,2834,8,2/17/78,1978,2/17/78,Other,,Commercial/Industrial,2/17/78,gasoline,Petroleum,2500,Gallons,0
7880307,DINABURG DISTRIBUTION INC,1012 SOUTH CLINTON AVENUE,,ROCHESTER,Monroe,,2814,8,3/7/78,1978,3/7/78,Tank Failure,,Commercial/Industrial,3/8/78,dry cleaning fluids,Other,30,Gallons,0
7881214,DONALD SULLIVAN RESIDENCE,3679 AVON-CALEDONIA RD,,CALEDONIA,Livingston,14423,2622,8,12/14/78,1978,12/14/78,Unknown,90' DEEP WELL,Private Dwelling,12/21/78,unknown petroleum,Petroleum,0,,0
7900519,DREDGE BARGE PENNSYLVANIA,1/3 MILE OFF R'CK'WYJETTY,,ROCKAWAY POINT,Queens,,4101,2,7/31/78,1978,7/19/79,Other,ATLANTIC OCEAN,Vessel,10/23/84,#6 fuel oil,Petroleum,37000,Gallons,0
7800519,DREDGE PENNSYLVANIA,DREDGE PENNSYLVANIA,,QUEENS,Queens,,4101,2,7/31/78,1978,7/31/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,Pounds,0
7880315,DUFFY-MUTT COMPANY,DUFFY-MOTT COMPANY,,WILLIAMSON,Wayne,14589,5946,8,3/16/78,1978,3/16/78,Equipment Failure,TRIB OF SALMON CREEK,Commercial/Industrial,3/16/78,#6 fuel oil,Petroleum,0,,0
9402780,DULMAGE (CALVIN) RESIDENC,6928 MUD MILLS ROAD,,NEWARK,Wayne,14513,5920,8,5/30/78,1978,5/26/94,Housekeeping,GUANARQUA CREEK MUD,Private Dwelling,4/24/01,waste oil/used oil,Petroleum,0,Gallons,0
7880320,EASTMAN KODAK COMPANY,EASTMAN KODAK CO.,,ROCHESTER,Monroe,,2814,8,3/17/78,1978,3/20/78,Human Error,GENESEE RIVER,Commercial/Industrial,3/20/78,epichlorohydrin,Hazardous Material,800,Gallons,0
302627,EVERHEART RES,81 FEARLBRIDGE ROAD,,WEST STOCKHOLM,St Lawrence,,4580,6,6/11/78,1978,6/11/03,Unknown,,Private Dwelling,8/13/03,#2 fuel oil,Petroleum,0,Gallons,0
7880522,F&H PRODUCTS,300 COMMERCE DRIVE,,HENRIETTA,Monroe,14623,2832,8,5/22/78,1978,5/22/78,Unknown,RED CREEK,Commercial/Industrial,5/22/78,#2 fuel oil,Petroleum,0,Pounds,0
7881005,FERRANTI PACKARD,NYS THRUWAY SCOTTSVILLE,,WHEATLAND,Monroe,14546,2856,8,10/5/78,1978,10/6/78,Traffic Accident,GROUND WATER,Commercial Vehicle,10/18/78,transformer oil,Petroleum,150,,0
7881204,FITCH OIL COMPANY BULK,211 CLINTON ST,,PENN YAN,Yates,14527,6228,8,12/4/78,1978,12/4/78,Human Error,,Commercial/Industrial,12/5/78,gasoline,Petroleum,150,Gallons,0
7880824,FOSTER WHEELER CORPORATION,5900 STATE ROUTE 36,,DANSVILLE,Livingston,14437,2638,8,8/24/78,1978,8/25/78,Other,CANASERAGA CREEK,Commercial/Industrial,8/25/78,white caustic,Hazardous Material,4000,Gallons,0
7800834,FRANK MARKS,RIVERSIDE AIRPORT,,MARCY T,Oneida,,3300,6,11/2/78,1978,11/2/78,Human Error,BARGE CANAL,Private Dwelling,11/3/78,gasoline,Petroleum,10,,0
7880622,FREY AND CAMPBELL INCORP,BEHIND FREY&CAMPBELL CORP,,URBANA,Steuben,14890,5172,8,6/21/78,1978,6/22/78,Housekeeping,KEUKA LAKE,Commercial/Industrial,6/22/78,unknown petroleum,Petroleum,0,,0
7880711,GASTERIA GAS STATION,WEST HENRIETTA ROAD,,HENRIETTA,Monroe,14467,2832,8,7/11/78,1978,,Unknown,,Gasoline Station or other PBS Facility,7/11/78,gasoline,Petroleum,10,Gallons,0
7880509,GENESEE WYOMING RAILROAD,GENESEE WYOMING RAILROAD,,RETSOF,Livingston,14539,2652,8,5/8/78,1978,5/8/78,Housekeeping,BIDWELLS CREEK,Commercial/Industrial,5/22/78,waste oil/used oil,Petroleum,0,,0
7881118,GREECE ATHENA HIGH SCHOOL,GREECE ATHENA HIGH SCHOOL,,GREECE,Monroe,,2828,8,11/18/78,1978,11/19/78,Tank Overfill,ROUND POND CREEK,"Institutional, Educational, Gov., Other",12/4/78,#2 fuel oil,Petroleum,50,Gallons,0
7800762,GRIFFISS AIR FORCE BASE,GAFB,,ROME C,Oneida,,3300,6,10/11/78,1978,10/11/78,Unknown,3 MILE CREEK,Commercial Vehicle,10/11/78,#6 fuel oil,Petroleum,180,Pounds,0
7880107,GUNLOCKE COMPANY,1 GUNLOCKE DRIVE,,WAYLAND,Steuben,14572,5174,8,1/12/78,1978,1/13/78,Unknown,TRIB OF MARL BEDS,Unknown,1/14/78,unknown petroleum,Petroleum,50,,0
7880615,H&W CHEM/ DAVIS-HOWLAND,200 ANDERSON AVE,,ROCHESTER,Monroe,,2814,8,6/15/78,1978,6/15/78,Vandalism,,Commercial/Industrial,6/15/78,sulfuric acid,Hazardous Material,400,Gallons,0
7880615,H&W CHEM/ DAVIS-HOWLAND,200 ANDERSON AVE,,ROCHESTER,Monroe,,2814,8,6/15/78,1978,6/15/78,Vandalism,,Commercial/Industrial,6/15/78,hydrogen chloride,Hazardous Material,200,Gallons,0
7881026,HALL SHELL STATION,450 EMPIRE BOULEVARD,,IRONDEQUOIT,Monroe,14609,2834,8,10/26/78,1978,10/26/78,Other,IRONDEQUOIT STORM SE,Gasoline Station or other PBS Facility,10/26/78,gasoline,Petroleum,0,Pounds,0
7881114,HESS OIL COMPANY,777 MONROE AVE,,ROCHESTER,Monroe,,2814,8,11/14/78,1978,11/14/78,Tank Failure,,Tank Truck,11/14/78,gasoline,Petroleum,50,Gallons,0
7880715,HESS STATION,1854 EMPIRE BLVD,,PENFIELD,Monroe,14526,2842,8,7/15/78,1978,7/15/78,Tank Overfill,ROADSIDE DITCHES,Gasoline Station or other PBS Facility,7/15/78,gasoline,Petroleum,100,Gallons,100
7880911,HIGHWAY OIL COMPANY,2962 DEWEY AVE.,,GREECE,Monroe,,2828,8,9/11/78,1978,9/11/78,Human Error,,Tank Truck,10/2/78,gasoline,Petroleum,25,Gallons,25
7881024,HUB OIL CO.,1590 CHILI AVE,,ROCHESTER,Monroe,,2814,8,10/24/78,1978,10/24/78,Human Error,CATCH BASIN/BARGE CA,Unknown,10/31/78,diesel,Petroleum,300,Gallons,0
7880217,HUB OIL COMPANY,MCKEE ROAD,,ROCHESTER,Monroe,,2814,8,2/16/78,1978,2/16/78,Tank Failure,,Commercial/Industrial,2/16/78,gasoline,Petroleum,1000,Gallons,1000
7880221,INDEPENDENT OIL COMPANY,MONTAINE PARK.,,IRONDEQUOIT,Monroe,14617,2834,8,2/21/78,1978,2/21/78,Equipment Failure,,Tank Truck,2/28/78,#2 fuel oil,Petroleum,50,Gallons,50
7880106,INGERSOLL-RAND COMPANY,INGERSOLL-RAND COMPANY,,PAINTED POST,Steuben,14870,5138,8,1/6/78,1978,1/6/78,Tank Test Failure,CHEMUNG RIVER,Commercial/Industrial,1/9/78,#2 fuel oil,Petroleum,4200,Gallons,3800
7881023,IRONDEQUOIT CREEK,IRONDEQUOIT CREEK,,PENFIELD,Monroe,14526,2842,8,10/23/78,1978,10/23/78,Unknown,IRONDEQUOIT CREEK,Unknown,10/31/78,waste oil/used oil,Petroleum,0,,0
7880717,IRONDEQUOIT PUMP STATION,IRONDEQUOIT PUMP STATION,,IRONDEQUOIT,Monroe,,2834,8,7/17/78,1978,7/18/78,Equipment Failure,,Commercial/Industrial,7/31/78,waste oil/used oil,Petroleum,800,Gallons,400
7880717,IRONDEQUOIT PUMP STATION,IRONDEQUOIT PUMP STATION,,IRONDEQUOIT,Monroe,,2834,8,7/17/78,1978,7/18/78,Equipment Failure,,Commercial/Industrial,7/31/78,hydraulic oil,Petroleum,0,,0
109184,J & L STEEL,RT3  J & L STEEL,,CLIFTON,St Lawrence,,4526,6,1/1/78,1978,12/17/01,Equipment Failure,LITTLE RIVER,Commercial/Industrial,3/18/03,PCB oil,Petroleum,1000,Gallons,0
7880110,JACKSON OIL COMPANY,198 BARTLET ST.,,ROCHESTER,Monroe,,2814,8,1/10/78,1978,1/10/78,Tank Failure,,Tank Truck,1/10/78,#2 fuel oil,Petroleum,150,Gallons,0
7881111,KAPLAN CONTAINER CORPORAT,100 DESPATCH RD.,,EAST ROCHESTER,Monroe,,2858,8,10/5/78,1978,,Unknown,IRONDEQUOIT CREEK,Commercial/Industrial,11/11/78,unknown material,Other,0,,0
7800943,KAUNEONGA LK/OLIVER,RT 55,,BETHEL,Sullivan,,5320,3,8/25/78,1978,12/4/78,Unknown,,Unknown,6/11/93,gasoline,Petroleum,0,Pounds,0
7881029,KODAK PARK WEST,KODAK PARK WEST,,GREECE,Monroe,,2800,8,10/30/78,1978,10/30/78,Tank Failure,GENESEE RIVER,Tank Truck,11/1/78,diesel,Petroleum,50,Gallons,25
7881201,KRIEGER WASTE PAPER COMPA,50 PORTLAND AVE.,,ROCHESTER,Monroe,,2814,8,12/1/78,1978,12/1/78,Tank Failure,,Commercial/Industrial,12/4/78,gasoline,Petroleum,0,Pounds,0
7800395,LAKE CHAMPLAIN,NEAR CLIFF HAVEN,,PLATTSBURGH,Clinton,12901,1042,5,6/26/78,1978,6/26/78,Tank Overfill,LAKE CHAMPLAIN,Commercial/Industrial,6/26/78,#2 fuel oil,Petroleum,0,Gallons,0
9011518,LARCHMONT ACRES EAST,RICHBELL ROAD,,LARCHMONT,Westchester,,6000,3,2/1/78,1978,2/1/91,Tank Failure,,Commercial/Industrial,3/10/92,#6 fuel oil,Petroleum,0,Gallons,0
7880507,LAWYERS CO-OP,FIVE MILE LINE RD,,WEBSTER,Monroe,14580,2854,8,5/7/78,1978,5/7/78,Housekeeping,SHIP BUILDERS CREEK,"Institutional, Educational, Gov., Other",5/31/78,#2 fuel oil,Petroleum,0,,0
7880505,LEIGHTON REYNOLDS RESIDEN,LEIGHTON REYNOLDS RES.,,ODESSA,Schuyler,14869,4920,8,5/5/78,1978,5/5/78,Tank Failure,CATLIN CREEK,Private Dwelling,5/31/78,#2 fuel oil,Petroleum,0,Gallons,0
7900594,LEONARD GOFF EAST DURHAM  RT 145,RT 145,,EAST DURHAM,Greene,,2030,4,12/28/78,1978,5/18/79,Equipment Failure,PRIVATE WELLS,Gasoline Station or other PBS Facility,4/5/90,gasoline,Petroleum,0,Gallons,0
7880330,LES ATHAWES,470 EAST BLUFF DRIVE,,JERUSALEM,Yates,14512,6226,8,2/28/78,1978,3/30/78,Human Error,KEUKA LAKE,Private Dwelling,3/31/78,#2 fuel oil,Petroleum,100,Gallons,90
7880709,MARBEL RESIDENCE,OAKMOUNT ROAD,,HOLCOMB,Ontario,14469,3526,8,6/21/78,1978,7/13/78,Tank Failure,VILLAGE WATER SUPPLY,Private Dwelling,7/13/78,gasoline,Petroleum,175,Gallons,0
7880703,MATLACK,ROUTE 17/2MI E. CORNING,,CORNING,Steuben,14830,5138,8,7/4/78,1978,7/4/78,Traffic Accident,ROADSIDE DITCHES,Commercial Vehicle,7/10/78,plasticizer,Other,10,,0
7800840,MATLOCK,MEEKINSVILLE,,FORESTPORT T,Oneida,,3300,6,11/7/78,1978,11/7/78,Unknown,NONE,Commercial Vehicle,11/7/78,#2 fuel oil,Petroleum,10,,0
7881223,MILL CREEK,TRIBUTARY TO CANASERAGA CRK,NEAR VALLEY HOTEL,NORTH DANSVILLE,Livingston,,2638,8,12/23/78,1978,12/23/78,Vandalism,TRIB CANASERAGA CRK,Private Dwelling,2/28/11,fluorescent dye,Other,0.25,Gallons,0
7880131,MILLER RESIDENCE,7293 SELDEN RD,,LEROY,Genesee,14482-9330,1936,8,1/31/78,1978,1/31/78,Tank Failure,HOME WELL,Private Dwelling,2/3/78,kerosene,Petroleum,250,Gallons,0
7800511,MOBIL ET AL,597 PENINSULA BLVD,,CEDARHURST,Nassau,,3022,1,7/24/78,1978,7/24/78,Other,,Gasoline Station or other PBS Facility,7/7/14,gasoline,Petroleum,0,Gallons,0
